date,bc_market_price,bc_hash_rate,bc_difficulty,bc_n_transactions,bc_n_unique_addresses,bc_total_bitcoins,bc_market_cap,bc_miners_revenue,bc_transaction_fees,bc_mempool_size,cm_adractcnt,cm_txcnt,cm_txtfrvaladjusd,cm_txtfrvalmeanusd,cm_hashrate,cm_isstotusd,cm_feetotusd,cm_diffmean
2021-01-01 00:00:00,28982.56,137764027.0294169,18599593048299.0,258080.0,609741.0,18587231.25,542431169568.74994,29068047.02881674,48.942701399999976,21102465.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-01 06:35:34,28982.56,137764027.0294169,18599593048299.0,258080.0,609741.0,18587231.25,542431169568.74994,29068047.02881674,48.942701399999976,21102465.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-02 00:00:00,29393.75,139613208.60028157,18599593048299.0,297111.0,711719.0,18587231.25,542431169568.74994,31908499.940662753,79.69906721999999,21102465.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-02 01:15:00,29393.75,139613208.60028157,18599593048299.0,297111.0,711719.0,18587231.25,542431169568.74994,31908499.940662753,79.69906721999999,21102465.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-02 10:34:59,29393.75,139613208.60028157,18599593048299.0,297111.0,711719.0,18588337.5,555131405268.75,31908499.940662753,79.69906721999999,21102465.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-03 00:00:00,32195.46,146085344.09830785,18599593048299.0,359116.0,812749.0,18588337.5,555131405268.75,35922359.22404933,86.41999351999996,21102465.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-03 06:30:00,32195.46,146085344.09830785,18599593048299.0,359116.0,812749.0,18588337.5,555131405268.75,35922359.22404933,86.41999351999996,16432461.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-03 15:38:53,32195.46,146085344.09830785,18599593048299.0,359116.0,812749.0,18589431.25,616425540250.0,35922359.22404933,86.41999351999996,16432461.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-04 00:00:00,33000.78,159954205.87979275,18599593048299.0,373734.0,851667.0,18589431.25,616425540250.0,39752808.81415808,108.70503624999996,16432461.5,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-04 11:45:00,33000.78,159954205.87979275,18599593048299.0,373734.0,851667.0,18589431.25,616425540250.0,39752808.81415808,108.70503624999996,13064193.0,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-04 15:33:25,33000.78,159954205.87979275,18599593048299.0,373734.0,851667.0,18590537.5,595185353331.25,39752808.81415808,108.70503624999996,13064193.0,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-05 00:00:00,32035.03,145160753.31287554,18599593048299.0,354091.0,845343.0,18590537.5,595185353331.25,35314776.48318403,113.36586749000003,13064193.0,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-05 17:00:00,32035.03,145160753.31287554,18599593048299.0,354091.0,845343.0,18590537.5,595185353331.25,35314776.48318403,113.36586749000003,28000039.0,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-05 17:57:44,32035.03,145160753.31287554,18599593048299.0,354091.0,845343.0,18591637.5,604237514568.75,35314776.48318403,113.36586749000003,28000039.0,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-06 00:00:00,34046.67,163652569.02152207,18599593048299.0,397384.0,924851.0,18591637.5,604237514568.75,43004565.11013959,128.51898515,28000039.0,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
2021-01-06 18:21:37,34046.67,163652569.02152207,18599593048299.0,397384.0,924851.0,18592731.25,655700556628.125,43004565.11013959,128.51898515,28000039.0,795709,342697,10269124762.12191613836246258,23710.018113545067479128675669248,825593560.923290227743105693643662422046,48349505.3182497375,484802.0860407445682982,116958512019762.1
